id,isDefault
1000575,0.12930870069342548
1028125,0.20690180887447224
1010694,0.1056988773617707
1026712,0.10546742532757802
1002895,0.1118355037383213
1023930,0.44262932403387617
1031202,0.16304066244661988
1041065,0.1017300594097894
1037799,0.14336671017509264
1036385,0.1082140743253238
1028640,0.2139190462265662
1046198,0.10417266477005649
1005902,0.15634706575839305
1001958,0.15702654897515467
1021171,0.12303280544466921
1018693,0.14906712071954795
1046881,0.14792258745530312
1008394,0.1517418350105797
1039986,0.12575553536261388
1028449,0.1775570484523264
1037670,0.11839440479950168
1030356,0.12286325838839524
1047759,0.4508789821681177
1033422,0.10972744087994996
1041457,0.1064650645918336
1047669,0.4588298197285463
1013635,0.10773671549363134
1009911,0.1169379140575415
1026052,0.14115615531079548
1013010,0.11176943732693209
1000541,0.12657635011942045
1023933,0.12537726132429663
1017173,0.2450715591947853
1010278,0.145408017493534
1042322,0.1350692909370411
1035083,0.14047900860217022
1017136,0.14395945549209574
1008825,0.14156200804461447
1035744,0.10174658843561993
1019544,0.4905761423060039
1019583,0.11686322626943857
1015244,0.15361914902157212
1001057,0.12965735210096602
1018597,0.11709750518700802
1036106,0.46521152420607703
1021590,0.11315115945098995
1028479,0.14444440568298714
1022178,0.10873065537665039
1021768,0.15390196342906465
1044905,0.1495292178354342
1018188,0.13199191710919717
1034782,0.21506569958991775
1043358,0.49041201309531746
1012386,0.13268498724651662
1019710,0.46942345701811283
1003882,0.11010568957769375
1041743,0.12392313816725145
1045699,0.13776363281239454
1023722,0.1273916161865027
1005903,0.13020046771521823
1032382,0.10292036331616171
1032769,0.16938326256069305
1016556,0.18146036862961584
1018606,0.1348691669382114
1034996,0.1374368173662042
1030041,0.11467581196715693
1034236,0.1364995643479927
1027554,0.1041413700820046
1005162,0.16202635677440386
1011175,0.11334312875070043
1033902,0.109258389584263
1014356,0.1228560101223019
1045176,0.13705362757028952
1048152,0.44223063925427847
1026600,0.17221982996325616
1046111,0.4954842694756232
1010478,0.10407176791565563
1019200,0.14323394670495526
